代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sz002094,青岛金王,47.38,1.35,2.09,14.28,11.7,12.4,39.68
sz002630,华西能源,-27.02,1.25,0.89,9.32,4.26,2.81,39.67
sz300381,溢多利,47.32,1.87,0.41,16.39,7.65,5.66,39.66
sz300625,三雄极光,26.44,1.92,8.83,30.72,25.25,19.71,39.65
sh603916,XD苏博特,13.78,1.86,1.57,20.11,12.27,12.33,39.61
sh600687,*ST刚泰,-2.9,0.83,1.5,7.48,6.74,-0.9,39.6
sz002172,澳洋健康,-60.39,2.22,0,9.29,7.88,11.57,39.6
sh600238,ST椰岛,36.69,5.08,0,4.95,-1.14,-3.96,39.58
sz002282,博深工具,44.59,1.84,1.11,10,3.23,3.81,39.57
sh603889,新澳股份,18.59,1.65,2.49,19.25,14.46,11.97,39.56
sz300758,七彩化学,0,0,0,24.59,24.59,24.59,39.56
sz300087,荃银高科,56.14,5.26,1.07,17.42,5.29,7.26,39.55
sz002644,佛慈制药,60.78,2.72,0.17,7.83,4.92,5.24,39.52
sh600613,神奇制药,39.66,1.54,0.41,-0.54,7.49,5.8,39.52
sz002554,惠博普,-8.87,2.25,0.27,13.82,0.77,-5.27,39.51
sz002490,山东墨龙,44.25,2.02,0,6.58,-6.26,-7.3,39.49
sz002052,同洲电子,-13.43,6.48,0,2.88,-24.74,-30.64,39.46
sz300100,双林股份,-51.39,1.43,1.77,15.43,8.85,6.57,39.45
sz300340,科恒股份,76.07,2.69,1.08,22.14,0.54,5.67,39.42
sz002348,高乐股份,133.44,3.02,0,10.63,3.45,2.88,39.4
sh603496,恒为科技,35.38,5.04,0.82,22.86,21.43,18.76,39.39
sh600439,瑞贝卡,16.81,1.39,1.44,12.88,7.51,8.19,39.39
sz002654,万润科技,-3.4,1.92,1.15,9.44,-3.68,-10.54,39.35
sz000982,*ST中绒,-1.29,-3.02,0,-36.1,-156.75,-253.31,39.35
sz300364,中文在线,-2.52,1.85,0.28,6.01,-5.56,-16.93,39.29
sz300483,沃施股份,101.96,2.59,0.08,14.76,5.7,2.16,39.27
sz300328,宜安科技,68.14,3.17,0.35,14.91,6.01,4.55,39.26
sh600800,天津磁卡,60.67,29.66,0,-8.5,6.22,9.03,39.24
sh600555,海航创新,-18.1,2.86,0,2.93,-3.3,-6.93,39.24
sz300057,万顺股份,30.15,1.24,0.85,12.12,5.08,3.83,39.21
sz002297,博云新材,196.96,2.54,0,2.99,-2.82,-0.6,39.17
sz002769,普路通,42.94,2.86,0.31,27.37,16.83,10.25,39.16
sz000780,平庄能源,-9.26,0.98,5.18,5.9,-2.08,-0.77,39.15
sz000545,金浦钛业,41.36,1.88,1.26,8.37,6.46,6.7,39.08
sh603739,蔚蓝生物,0,0,0,15.98,15.98,15.98,39.07
sh600995,文山电力,13.81,1.84,1.23,13.13,10.21,12.05,39.05
sh603776,永安行,32.38,1.63,2.41,36.49,29.42,27.68,39.03
sh600318,新力金融,69.24,3.68,0,3.73,1.24,-2.69,39.01
sz002037,久联发展,24.36,1.2,0.59,12.47,5.66,4.09,39.01
sh600726,*ST华源,-4.88,2.26,0,-1.92,-13.58,-24.48,38.94
sh601518,吉林高速,16.91,1.1,2.57,10.19,8.44,8.57,38.89
sz000949,新乡化纤,30.04,1.05,0.32,4.18,3.67,2.7,38.86
sh600381,青海春天,117.86,1.63,0,-4.71,15.25,9.81,38.8
sz002952,亚世光电,0,0,0,33.66,33.66,33.66,38.8
sz300691,联合光电,49.86,4.37,1.09,14.23,16.43,15.27,38.74
sh600792,云煤能源,18.9,1.24,0,-7.06,-3.7,2.12,38.71
sz002164,宁波东力,-1.38,6.14,0.9,2.3,-25.41,-43.42,38.67
sz000925,众合科技,106.52,1.65,0,10.43,-0.06,-1.52,38.67
sh603086,先达股份,14.7,2.76,0.43,17.27,17.56,15.53,38.64
sh603818,曲美家居,-51.29,2.73,1.3,15.27,11.12,8.99,38.62
sz300221,银禧科技,-5.82,2.53,1.57,8.11,-1.31,-5.19,38.6
sz002284,亚太股份,-204.12,1.38,1.92,10.63,5.47,2.98,38.5
sz300613,富瀚微,297.31,3.74,0.27,37.35,29.45,23.86,38.49
sz002014,永新股份,16.48,2.29,5.89,16.65,11.94,12.42,38.48
sh603058,永吉股份,38.51,4.16,0.65,17.46,15.83,13.52,38.47
sh603555,贵人鸟,-5.08,2.38,4.08,28.38,2.59,-5.33,38.47
sz300763,锦浪科技,0,0,0,63.46,31.73,31.73,38.46
sh600552,凯盛科技,83.63,1.58,0,5.41,4.22,2.78,38.35
sz300718,长盛轴承,25.78,3.32,1.91,20.29,19.2,16.99,38.35
sz002173,创新医疗,186.94,1.05,1.19,8.56,-1.71,2.77,38.34
sz300217,东方电热,24.95,1.88,0.33,11.76,5.94,4.82,38.33
sz300193,佳士科技,19.42,1.57,0.66,27.02,5.25,6.51,38.32
sz300542,新晨科技,97.98,6.07,0.49,12.1,8.23,6.86,38.3
sz300241,瑞丰光电,51.75,2.83,0.72,13.27,6.69,8.13,38.29
sh603187,海容冷链,27.47,2.96,0,28.79,30.56,24.28,38.29
sz300351,永贵电器,-7.92,1.63,0.75,17.55,4.2,-0.76,38.27
sz300525,博思软件,51.17,6.52,0.71,20.37,15.16,13.5,38.23
sz300331,苏大维格,63.95,2.63,0.47,15.15,4.08,5.56,38.22
sz300196,长海股份,13.75,1.51,1.12,15.09,13.29,11.44,38.2
sh600387,海越能源,17.31,1.45,0,8.22,7.56,8.78,38.17
sz000529,广弘控股,22.32,2.5,1.04,2.35,10.91,10.8,38.12
sz300678,中科信息,81.36,6.72,0.24,13.77,12.23,10.34,38.12
sz002510,天汽模,18.14,1.45,0.72,15.1,8.19,7.02,38.12
sz002438,江苏神通,28.96,2.06,0.32,11.95,4.34,4.69,38.08
sh603214,爱婴室,30.31,4.22,0.53,23.79,23.36,23.16,38.08
sz300434,金石东方,24.86,1.41,1.17,21.78,8.68,6.9,37.92
sz002551,尚荣医疗,51.82,1.6,0.93,11.63,7.54,7.02,37.91
sh603716,塞力斯,39.06,2.47,0.54,13.08,12.4,10.82,37.91
sh603030,全筑股份,13.89,2.04,0.5,16.11,13.37,11.96,37.89
sh603689,皖天然气,19.22,1.81,1.06,12.13,9.89,8.23,37.87
sz300657,弘信电子,23.85,6.12,1.59,17.53,15.13,14.71,37.87
sh603416,信捷电气,24.83,3.47,0.53,31.79,22.92,18.07,37.85
sh603083,剑桥科技,33.28,3.36,0.65,12.15,14.38,8.81,37.84
sz000673,当代东方,-2.2,7.17,0,-90.68,-19.99,-35.15,37.84
sh600223,鲁商置业,20.63,1.52,0,6.3,6.25,5.06,37.84
sh600083,博信股份,-143.94,99.14,0,4.99,-15.24,-39.4,37.81
sh600328,兰太实业,13.46,1.51,1.69,5.43,5.06,8.94,37.8
sz000530,大冷股份,19.71,1.09,1.12,6.7,5.54,5.05,37.78
sh601199,江南水务,19.44,1.36,1.98,10.92,10.46,10.04,37.78
sh603727,博迈科,75.45,1.59,0.93,13.75,13.69,7.98,37.74
sz002700,新疆浩源,58.12,3.64,0.34,21.79,10.68,8.12,37.68
sz300007,汉威科技,56.74,2.54,0.35,16.12,6.87,6.59,37.68
sz300195,长荣股份,60.71,1.04,5.18,21.11,5.75,4.07,37.67
sz300358,楚天科技,158.58,1.59,0,29.44,10.7,6.22,37.66
sh600589,广东榕泰,24.93,1.17,1.09,7.43,3.09,4.29,37.66
sz300546,雄帝科技,31.08,5.05,0.54,22.22,17.39,14.97,37.66
sz002740,爱迪尔,111.78,1.35,0.24,13.09,7.16,3.52,37.64
sz300642,透景生命,26.04,3.61,0.97,27.95,29.43,24.88,37.63
sh600844,丹化科技,-52.9,1.83,0,-5.81,-0.4,-0.14,37.61
sz000993,闽东电力,-12.45,1.97,0,0.42,-2.55,-5.34,37.6
sz002443,金洲管道,16.78,1.63,1.39,10.55,5.75,6.59,37.58
sh603700,宁波水表,0,0,0,30.03,30.03,30.03,37.57
sz300740,御家汇,36.89,2.69,2.9,41.85,41.85,24.25,37.56
sh603897,长城科技,21.42,2.06,0,16.46,16.46,19.8,37.55
sz002659,凯文教育,-42.32,1.8,0,8.02,-1.69,-3.69,37.54
sz300248,新开普,32.83,2.59,0.78,16.77,8.66,8.73,37.53
sz300752,隆利科技,24.56,4.97,0,43.94,43.94,45.9,37.53
sz002315,焦点科技,33.42,1.96,3.13,24.69,5.49,4.27,37.53
sh603100,川仪股份,9.39,1.63,1.37,14.44,10.91,11.14,37.52
sz002119,康强电子,42.19,4.5,0.77,8.46,3.56,8.63,37.5
sz002587,奥拓电子,21.71,2.91,1.65,16.86,11.22,13.69,37.46
sz002361,神剑股份,47.64,2.04,1.12,15.26,8.36,6.66,37.44
sh600265,ST景谷,298.84,104.16,0,0.14,27.81,6.37,37.41
sh603626,科森科技,43.54,1.99,2.78,25.06,28.5,19.7,37.4
sh601996,丰林集团,26.65,1.4,1.84,8.19,5.3,6.11,37.37
sz002878,元隆雅图,37.81,5.91,1.4,22.24,20.65,19.41,37.37
sz300109,新开源,39.65,2.87,0.6,15.22,7.47,6.99,37.35
sz002149,西部材料,61.46,2.07,1.03,5.15,-1.45,2.76,37.31
sz000833,粤桂股份,59.82,1.36,0.9,5.27,4.09,2.56,37.3
sh600630,龙头股份,162.85,2.05,1.04,3,3.89,3.53,37.3
sh603197,保隆科技,26.51,3.57,2.24,17.6,15.64,17.82,37.25
sh603297,永新光学,0,0,0,20.77,20.77,23.33,37.25
sz300757,罗博特科,0,0,0,35.59,35.59,35.59,37.24
sh600469,风神股份,17.77,1.79,0,7.36,-0.21,-5.68,37.23
sh600785,新华百货,24.3,1.66,0,11.92,6.9,5.13,37.23
sz300696,爱乐达,44.68,4.81,0.93,20.08,20.59,17.69,37.21
sz300382,斯莱克,26.33,3.59,7.59,33.93,14.25,13.5,37.21
sh603929,亚翔集成,23.46,3.27,1.15,14.32,16.2,18.79,37.17
sz000532,华金资本,67.05,4.69,0.28,2.36,5.93,6.53,37.13
sh603936,博敏电子,29.31,1.62,0.4,12.93,9.3,7.18,37.11
sz002927,泰永长征,49.28,4.97,0.61,21.73,21.73,17.73,37.08
sz300041,回天新材,34.48,2.06,5.74,13.12,7.45,6.47,37.08
sz002813,路畅科技,-1629.67,5.71,0.19,22.13,9.86,4.82,37.07
sz000045,深纺织A,-203.49,1.46,0,3.41,-1.5,-0.94,37.07
sh603586,金麒麟,29.52,1.74,2.2,20.32,16.07,12.47,37.02
sz300443,金雷股份,26.99,2.09,0,16.96,15.85,11.52,37.02
sh603126,中材节能,31.48,2.22,1.16,16.14,8.46,8.59,37
sz300005,探路者,-22.61,1.56,0,18.69,8.61,-1.04,36.99
sz002342,巨力索具,202.46,1.52,0,8.98,0.67,0.29,36.96
sz002381,双箭股份,19.32,2.12,1.11,11.77,8.07,6.41,36.96
sh600501,航天晨光,-20.79,1.82,0,4.51,0.36,-2.19,36.95
sz000407,胜利股份,35.49,1.6,0,5.68,-0.41,-2.22,36.88
sz300695,兆丰股份,18.53,2.09,2.72,23.41,27.22,27.81,36.77
sz300545,联得装备,40.99,6.04,0.78,27.32,19.29,13.47,36.76
sh600303,曙光股份,-21.38,1.29,2.7,8.12,2.74,2.93,36.75
sz300148,天舟文化,-3.37,1.13,0.37,9.34,0.25,-5.93,36.75
sz002186,全聚德,79,2.43,2.18,14.39,9.07,8.04,36.74
sh600215,长春经开,24.68,1.43,0.08,2.43,1.04,1.54,36.74
sz002781,奇信股份,21.54,1.87,0.41,16.14,11.53,8.27,36.7
sz300609,汇纳科技,48.91,7.17,0.69,20.19,17.79,16.07,36.68
sz002837,英维克,33.09,3.36,0.35,37.47,24.99,17.99,36.68
sz300422,博世科,14.91,2.29,0.41,17.85,14.73,14.72,36.61
sh600386,北巴传媒,34.97,2.03,2.2,5.99,7.62,6.04,36.61
sz000151,中成股份,50.97,3.65,2.02,8.16,10.45,9.1,36.58
sz002892,科力尔,43.74,5.64,0.29,27.95,26.22,20.42,36.53
sz300336,新文化,3086.26,1.19,1.1,14.93,8.44,6.42,36.52
sh600287,江苏舜天,13.8,1.65,0.96,8.54,4.53,3.99,36.52
sz300436,广生堂,305.33,6.5,0.39,34.84,21.68,7.39,36.5
sz000032,深桑达A,33.48,2.62,0.23,7.92,5.12,4.65,36.49
sz002514,宝馨科技,36.97,3.65,0,13.42,0.53,-1.53,36.46
sz002148,北纬科技,122.34,3.14,1.24,9.58,4.62,7.49,36.46
sz002793,东音股份,33.31,4.17,0.55,21.65,19.28,15.9,36.44
sz002265,西仪股份,-47.51,4.04,0,1.69,-1.68,-1.26,36.44
sz002380,科远股份,31.61,1.75,0.99,11.6,5.33,5.22,36.43
sz300346,南大光电,64.69,3.05,1.34,23.44,3.16,2.55,36.42
sh603608,天创时尚,17.71,1.74,2.96,15.57,12.32,10.7,36.41
sz002612,朗姿股份,17.94,1.29,2.75,29.99,6.03,7.29,36.4
sz002527,新时达,-14.06,1.37,1.19,13.44,4.62,0.81,36.4
sz300181,佐力药业,160.93,2.67,0.33,10.29,6.3,3.48,36.4
sh603358,华达科技,22.67,1.38,7.59,23.19,20.02,14.32,36.38
sh603106,恒银金融,63.35,2.18,0.21,19.4,17.94,13.97,36.37
sz300481,濮阳惠成,32.12,4.58,2.47,21.58,15.43,14.99,36.37
sh600684,珠江实业,21.99,1.15,1.17,8.48,12.39,11.68,36.36
sz300677,英科医疗,19.04,2.78,0.82,15.25,17.15,17.23,36.31
sz300465,高伟达,33.5,3.05,0,16.04,9.11,5.2,36.3
sz300533,冰川网络,32.95,2.26,1.12,62.37,23.72,10.5,36.28
sh600327,大东方,12.09,1.24,3.05,14.19,9.85,9.33,36.28
sz002561,徐家汇,15.87,1.58,4.13,16.91,12.38,11.35,36.21
sz002329,皇氏集团,-5.88,1.69,0.23,10.21,1.17,-4.15,36.19
sz300746,汉嘉设计,46.54,3.91,0,11.02,9.86,9.89,36.17
sz002476,宝莫股份,-14.59,5.01,0.17,7.4,-4.28,-9.54,36.17
sh600683,京投发展,11.21,1.32,4.1,7.85,10.07,14.34,36.15
sh603686,龙马环卫,17.08,1.53,2.19,27.2,19.16,16.46,36.12
sz002291,星期六,325.88,1.26,0,12.12,-3.19,-6.48,36.1
sh600527,江南高纤,44.08,1.48,6,12.12,2,3.13,36.08
sh603901,永创智能,45.1,2.79,0.61,17.41,11.33,8.15,36.07
sz002453,华软科技,146.66,3.97,0,10,-4.02,-8.44,36.05
sz300011,鼎汉技术,-6.35,1.9,0.31,11.94,2.16,-5.96,36.03
sz000669,金鸿控股,-2.06,1.47,0,1.37,-3.59,-12.85,35.99
sh603332,苏州龙杰,0,0,0,22.43,22.43,22.43,35.99
sz300048,合康新能,-16.16,1.6,0.62,16.3,1.29,0.06,35.98
sz002897,意华股份,53.63,3.18,2.37,17.32,15.76,13.64,35.96
sh600665,天地源,7.34,1.01,2.14,7.03,9.95,9.99,35.95
sz300152,科融环境,-9.63,4.55,0.12,5.76,-10.45,-18.99,35.93
sz002448,中原内配,12.78,1.31,1.69,17.38,10.6,11.06,35.91
sz300414,中光防雷,70.1,4.2,0.38,18.7,15.11,6.58,35.86
sz300304,云意电气,26.84,1.9,0.73,25.71,8.1,8.09,35.85
sz002666,德联集团,24.66,1.2,0.99,12.66,6.68,5.23,35.83
sz002454,松芝股份,15.54,1.06,1.75,19.29,10.52,9.1,35.83
sz300583,赛托生物,27.71,1.96,0.3,30.12,33.01,10.74,35.83
sh603003,龙宇燃油,105.63,0.92,0.47,5.05,-3.38,1.6,35.82
sz300318,博晖创新,64.37,3.07,0.11,13.15,3.08,2.99,35.81
sz300466,赛摩电气,-19.65,2.94,0.15,10.49,3.3,-2.25,35.76
sz300425,环能科技,24.49,2.26,4.34,12.57,8.7,7.3,35.74
sz002406,远东传动,12.29,1.44,5.02,16.09,7,8.2,35.74
sz000731,四川美丰,17.77,1.26,1.32,10.08,-0.44,1.5,35.73
sz300175,朗源股份,38.34,4.35,0.13,13.49,6.17,4.92,35.73
sz002578,闽发铝业,98.95,2.37,0.55,8.35,2.48,2.27,35.67
sh600730,中国高科,475.82,1.78,1,7.46,10.68,12.07,35.67
sh603017,中衡设计,20.93,1.99,2.31,20.5,12.65,9.97,35.66
sh603158,腾龙股份,32.44,3.6,2.51,22.15,16.73,13.34,35.65
sz002559,亚威股份,31.1,2.15,1.83,16.88,6.63,6.95,35.62
sz300250,初灵信息,-12.03,2.95,1.29,16.32,2.34,-2.2,35.58
sh600732,ST新梅,411.32,7.75,0,2.17,-2.11,7.79,35.58
sh601616,广电电气,26.76,1.43,0.53,14.11,0.66,0.5,35.55
sh603519,立霸股份,31.41,4.73,2.81,15.07,12.44,11.88,35.53
sz300749,顶固集创,49.46,5.12,0,12.06,13.81,19.5,35.51
sz300597,吉大通信,80.58,4.61,0.12,21.88,12.63,8.7,35.45
sz300745,欣锐科技,50.66,3.23,0.26,42.17,42.17,20.72,35.43
sz002535,林州重机,-19.81,1.28,0,9.05,-2.15,-1.37,35.43
sh603706,东方环宇,37.36,3.14,0,26.55,26.55,21.72,35.41
sz300157,恒泰艾普,120.84,1.08,0,11.74,-0.38,-2.97,35.39
sz300447,全信股份,-13.64,2.79,0.53,13.41,8.78,3.12,35.28
sh603351,威尔药业,0,0,0,19.75,19.75,19.75,35.28
sh600279,重庆港九,26.74,0.96,4.13,4.96,5.23,6.73,35.27
sz300234,开尔新材,-132.61,4.04,0,12.88,5.78,-1.64,35.27
sz002884,凌霄泵业,14.59,2.61,2.73,22.61,21.98,21.94,35.27
sz300512,中亚股份,20.13,2.6,7.66,25.78,20.62,14.49,35.23
sz000806,ST银河,-5.04,2.54,0,-0.48,-6.01,-13.08,35.2
sz000572,*ST海马,-2.21,0.73,0,-11.17,-6.88,-13.21,35.2
sh603878,武进不锈,14.22,1.56,1.84,15.39,10.85,8.68,35.17
sz000026,飞亚达A,18.64,1.34,2.52,5.69,6.74,5.94,35.17
sz002829,星网宇达,186.69,4.11,0.09,41030.1,17.37,10.34,35.16
sz000753,漳州发展,37.59,1.53,0,5.23,4.97,7.51,35.1
sz300709,精研科技,105.89,2.78,1.28,30.38,35.25,28.93,35.09
sz002923,润都股份,30.27,3.9,2.47,24.13,21.43,19.36,35.07
sz002891,中宠股份,69.13,4.37,0.29,14.2,15.46,15.89,35.03
sz000698,沈阳化工,30.77,0.77,0,4.84,4.74,5.41,34.99
sz300432,富临精工,-1.51,2.08,2.84,16.95,3.27,-16.02,34.96
sz002351,漫步者,59.09,1.93,1.7,18.58,5.25,4.88,34.95
sz000520,长航凤凰,58.72,8.96,0,0.15,20.98,12.92,34.92
sz002536,西泵股份,17.58,1.57,2.87,13.01,7.44,10,34.92
sz002775,文科园林,13.91,1.39,1.47,20.09,14.3,13.86,34.92
sh600610,*ST毅达,-3.03,262.28,0,-13.15,-47.08,-93.95,34.92
sz300777,中简科技,0,0,0,21.05,21.05,21.05,34.92
sh600448,华纺股份,168.31,2.37,0,-0.2,1.66,1.14,34.9
sh603385,惠达卫浴,14.11,1.1,3.18,7.54,7.81,9.07,34.87
sz300360,炬华科技,25.24,1.59,0.94,26.64,18.5,13.1,34.86
sh603790,雅运股份,28.35,3.49,0,18.86,18.86,19.46,34.84
sz002845,同兴达,51.82,3.01,0.47,34.3,19.8,16.81,34.82
sz002087,新野纺织,8.45,0.87,0.94,7.2,7.87,9.66,34.8
sh603789,星光农机,-86.46,3.36,0,20.64,6.57,0,34.79
sz300046,台基股份,40.61,3.78,1.23,13.2,6.08,7.13,34.76
sh601999,出版传媒,19.58,1.58,1.39,7.48,6.54,7.86,34.76
sz300561,汇金科技,131.54,5,1.76,37.18,23.43,14.73,34.75
sh603203,快克股份,21.38,3.89,1.49,30.92,29.02,25.57,34.75
sz002579,中京电子,45.34,3.39,0,9.87,5.04,5.83,34.74
sh600121,郑州煤电,29.56,1,0,7.33,-1.54,1.66,34.72
sz000920,南方汇通,33.65,3.44,0.61,5.28,12.21,11.57,34.69
sz002394,联发股份,8.28,1.06,7.28,18.53,12.36,12.94,34.67
sz002480,新筑股份,-269.93,1.49,0.38,13.03,-0.83,0.64,34.57
sz002232,启明信息,44.71,3.08,0.59,11.46,3.3,5.36,34.56
sz000722,湖南发展,32.36,1.2,0.67,-7.78,5.05,3.97,34.53
sh603990,麦迪科技,61.16,7.35,0.45,21.88,20.04,15.42,34.42
sz000005,世纪星源,29.94,2.34,0,1.41,3.86,6.9,34.4
sh603637,镇海股份,65.29,4.52,0.76,18.36,15.09,10.25,34.34
sh603226,菲林格尔,36.25,4.03,1.32,16.94,19.71,16.56,34.3
sh600127,金健米业,1358.7,4.5,0,-2.78,-4.84,-1.49,34.27
sh600644,乐山电力,29.11,2.43,0,-15.19,-73.16,9.51,34.24
sz002669,康达新材,35.39,1.67,0.27,17.41,9.23,5.85,34.24
sz002362,汉王科技,-1939.75,3.96,0,3.2,2.46,3.4,34.23
sz002170,芭田股份,121.56,1.83,0,10,4.2,0,34.23
sz300488,恒锋工具,49.72,3.58,0.8,22.46,13.61,10.41,34.2
sz002247,聚力文化,-1.13,1.73,1.74,9.2,-7.94,-19.54,34.2
sz300647,超频三,349.78,5.83,0.7,21.54,17.46,10.52,34.17
sz000020,深华发A,1052.08,10.53,0,-0.64,0.86,1.01,34.15
sz300301,长方集团,-23.73,2.09,0,10.52,1.04,-3.33,34.13
sz002688,金河生物,20,1.99,0.56,14.06,10.16,10.67,34.12
sh603661,恒林股份,17.27,1.48,2.61,27.86,29.97,26.17,34.09
sh600860,京城股份,-35.9,7.67,0,-3.96,-12.04,-12.35,34.06
sz002125,湘潭电化,43.41,2.91,0,6.38,2.43,4.25,34.06
sz002751,易尚展示,41.29,3.34,0.32,19.08,9.74,7.7,34.04
sz002889,东方嘉盛,25.56,2.3,0,26.35,12.27,11.41,34.03
sh603630,拉芳家化,26.29,1.87,0.79,19.9,16.72,12.08,33.99
sz300187,永清环保,-19.43,2.34,0.57,14.86,5.03,2.86,33.97
sh603602,纵横通信,78.41,5.06,0.69,19.65,15.22,12.95,33.96
sh600558,大西洋,54.83,1.76,0.53,7.21,3.11,2.73,33.93
sh603179,新泉股份,13.04,2.07,3.36,16.86,17.1,20.9,33.93
sh603085,天成自控,70.5,3.31,0.86,13.25,8.86,5.88,33.93
sz300050,世纪鼎利,56.7,1.18,0.32,17.11,4.23,4.12,33.89
sz300209,天泽信息,321.55,0.86,0.17,10.91,2.84,4.27,33.86
sh600262,北方股份,28.83,2.91,0.35,5.95,2.41,5.23,33.8
sh603366,日出东方,-6.8,1.11,0.95,14.18,1.43,-2.17,33.76
sh600333,长春燃气,-74.8,1.61,0.9,5.71,-2.84,1.19,33.74
sh603788,宁波高发,19.22,1.73,6.82,24.32,20.23,17.25,33.73
sz300008,天海防务,-1.78,4.52,0.51,13.91,-17.28,-32.8,33.7
sz002009,天奇股份,32.34,1.6,0.55,11.75,6.16,5.64,33.68
sh600189,吉林森工,75.11,1.13,0.43,5.37,2.2,1.8,33.62
sz300599,雄塑科技,15.17,2.29,1.08,17.78,16.06,13.92,33.62
sh603906,龙蟠科技,37.63,2.61,0.67,20.19,11.97,10.2,33.61
sz000655,金岭矿业,29.07,1.38,0,6.48,-4.19,-9.36,33.58
sz300375,鹏翎股份,28.03,2.06,5.56,17.49,11.42,9.87,33.57
sz002742,三圣股份,29.85,2.18,0.9,12.61,11.45,10.06,33.57
sz002033,丽江旅游,18.57,1.36,2.45,16.12,9.57,9.2,33.57
sz000888,峨眉山A,15.97,1.41,1.57,9.99,9.97,9.28,33.56
sz300686,智动力,68.55,5.04,0.62,37.62,15.15,9.69,33.53
sh603999,读者传媒,79.76,1.99,0.69,12.9,7.46,4.06,33.52
sz300121,阳谷华泰,10.44,1.83,3.48,17.87,18.63,26.5,33.5
sz300391,康跃科技,29.24,2.3,0.21,15.76,6.05,6.07,33.49
sz002401,中远海科,39.43,3.72,0.45,11.9,8.32,8.18,33.45
sh603600,永艺股份,28.73,2.76,3.89,25.01,17.49,15.54,33.45
sh603978,深圳新星,31,2.34,1.92,19.49,16.86,14.36,33.36
sz300256,星星科技,-1.85,2.11,0.58,0.82,-11.22,-20.2,33.36
sz300637,扬帆新材,22.64,4.51,1.41,18.98,18.77,19.82,33.36
sz002642,*ST荣联,-2.44,1.19,0,8.52,-4.1,-12.61,33.34
sz300097,智云股份,66.66,1.73,0.52,15.48,7.76,8.02,33.33
sz002253,川大智胜,64.18,2.45,0.81,10.53,3.16,3.57,33.32
sz002801,微光股份,30.25,3.65,1.77,21.76,17.57,14.09,33.3
sh603968,醋化股份,16.25,2.21,2.33,15.13,14.4,13.28,33.29
sz300490,华自科技,34.83,1.98,0.39,12.7,10.63,8.27,33.27
sz300272,开能健康,44.49,2.85,1.46,17.16,16.55,18.9,33.23
sz300493,润欣科技,339.01,4.57,0.96,15.72,10.89,8.13,33.2
sz000700,模塑科技,54.22,1.4,2.99,8.64,8.74,4.05,33.17
sz300403,汉宇集团,19.19,2.43,10.45,25.22,14.44,12.55,33.16
sh603322,超讯通信,377.2,7.11,0.57,15.95,11.24,7.11,33.14
sz002495,佳隆股份,102.68,2.83,0.28,11.92,2.99,2.63,33.12
sh600225,天津松江,-10.17,2.91,0,-6.37,-14.64,-13.5,33.12
sz300440,运达科技,32.01,2.8,0.76,18.25,12.65,8.96,33.06
sz002942,新农股份,24.09,3.87,0,36.18,36.62,26.58,33.06
sh603339,四方科技,17.53,1.97,1.15,19.59,15.83,11.78,33.04
sz002822,中装建设,19.57,1.5,0.91,16.51,11.65,9.58,33
sz300508,维宏股份,114.21,6.17,0.66,34.46,19.59,8.01,32.97
sz002728,特一药业,19.29,3.23,3.05,21.73,12.72,12.45,32.97
sz300620,光库科技,47.63,5.83,0.55,86.39,27.32,19.93,32.94
sz002502,骅威文化,-2.52,1.54,1.31,9.69,-2.97,-8.38,32.93
sz000677,恒天海龙,1209.9,11.98,0,-7.81,-22.83,0.97,32.92
sz002196,方正电机,-7.27,1.58,0.72,8.1,-0.08,-3.12,32.91
sz002887,绿茵生态,20.56,1.85,2.92,24.27,20.5,17.45,32.91
sz000590,启迪古汉,-99.94,5.56,0,-0.01,-1.01,7.1,32.83
sz002842,翔鹭钨业,30.06,3.74,1.05,20.02,13.06,11.89,32.81
sh603301,振德医疗,23.06,2.84,0,24.98,24.98,20.19,32.8
sh603987,康德莱,21.29,2.33,2.02,13.93,12.3,11.91,32.77
sz000837,秦川机床,-11.78,1.28,0,5.17,-3.34,-3.1,32.73
sz002645,华宏科技,19.79,1.76,0.87,12.22,4.24,6.94,32.69
sz000422,ST宜化,4.77,3,0,2.62,-30.04,-50.43,32.68
sz300473,德尔股份,28.65,1.68,1.93,17.18,10.9,7.48,32.66
sz300228,富瑞特装,237.39,1.8,0.22,13.63,1.61,-4.09,32.64
sz002330,得利斯,249.93,2.42,0.12,8.61,1.27,0.64,32.63
sz300687,赛意信息,31.53,3.78,0.89,30.29,28.95,24.36,32.62
sz300139,晓程科技,103.44,2.89,0,14.78,-1.06,-4.38,32.61
sz002790,瑞尔特,18.42,2.08,3.93,26.33,19.8,12.59,32.59
sz002365,永安药业,23.26,2,0.9,13.56,6.4,9.17,32.59
sz300600,瑞特股份,33.17,2.92,1.29,21.94,19.98,15.31,32.57
sz300639,凯普生物,27.4,3.31,3.34,17.42,17.09,13.46,32.57
sh600173,卧龙地产,5.36,1.32,2.16,7.89,13.88,16.4,32.53
sh601218,吉鑫科技,989.2,1.31,0.3,15.39,2.38,0.83,32.53
sz300042,朗科科技,49.89,3.36,0.99,9.06,4.74,6.12,32.52
sh600113,浙江东日,28.27,2.36,1.15,7.69,14.67,16.55,32.5
sz300231,银信科技,28.94,2.48,2.04,22.81,16.9,16.45,32.49
