代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sz300311,任子行,35.81,3.48,0.4,22.67,10.19,10.67,49.73
sh600531,豫光金铅,50.3,1.5,1.78,8.41,5.62,8.48,49.72
sz300039,上海凯宝,25,1.96,2.16,30.15,13.9,11.55,49.72
sz300208,青岛中程,51.32,2.36,0,20.57,19.5,15.91,49.68
sz300470,日机密封,26.4,4.2,0.99,25.49,16.78,13.47,49.6
sh603595,东尼电子,-656.72,5.85,0.69,36.52,34.87,26.94,49.55
sz002741,光华科技,40.57,3.86,0.76,16.94,11.72,9.99,49.55
sh600168,武汉控股,17.17,0.97,1.99,6.93,7.08,6.5,49.53
sz300570,太辰光,29.76,3.95,1.02,27.56,22.95,14.98,49.45
sz300291,华录百纳,-1.47,1.66,0.46,11.05,-9.23,-21.02,49.4
sh600693,东百集团,18.72,2.1,1.82,9.62,9.01,9.75,49.4
sz000915,山大华特,62,3.05,1.19,10.17,16.47,14.18,49.4
sz002539,云图控股,29.97,1.57,2.87,13.72,5.34,4.64,49.29
sz300327,中颖电子,29.67,5.51,2.11,18.54,13.74,18.3,49.26
sz300299,富春股份,96.59,3.9,0,19.27,2.19,-0.09,49.25
sz300664,鹏鹞环保,28.99,1.6,0.49,12.16,11.04,10.07,49.25
sh603801,志邦家居,17.95,2.63,1.95,34.22,28.33,21.97,49.25
sz300061,康旗股份,-6.45,2.1,0.79,8.44,3.68,-0.98,49.2
sh600488,XD天药股,29.6,1.71,0.8,7.77,4.11,4.52,49.13
sz300223,北京君正,377.66,4.22,0,23.58,0.9,0.81,49.1
sh600594,益佰制药,-6.4,1.38,0.81,17.01,4.34,0.35,49.1
sz300568,星源材质,23.49,3.06,1.17,15.69,17.56,16.33,49.08
sz002111,威海广泰,20.24,1.75,0.93,17.01,8,6.84,49.06
sh600713,南京医药,18.16,1.32,1.91,5.98,8.3,7.81,49.06
sz000159,国际实业,49.91,2.26,0,7.14,2.01,0.45,49.03
sz300178,腾邦国际,38.21,1.71,0.59,18.78,10.77,10.67,49.01
sz002783,凯龙股份,58.7,3.21,1.36,18.63,10.54,7.52,49.01
sz002803,吉宏股份,18.34,6.41,0.59,18.55,17.7,21.77,48.99
sh603803,瑞斯康达,37.34,1.94,2.58,12.97,13.01,10.51,48.93
sh603871,嘉友国际,17.26,2.97,1.15,30.95,33.87,35.21,48.89
sh603306,华懋科技,19.4,2.06,3.2,20.57,18.17,17.44,48.86
sh600551,时代出版,14.81,1.07,1.85,6.77,8.6,7.18,48.86
sh600468,百利电气,102.51,2.94,0.55,5.67,4.01,3.19,48.83
sz300006,莱美药业,66.64,2.84,0.83,10.21,2.46,3.13,48.82
sh601126,四方股份,23.01,1.25,2.97,13.64,7.89,6.49,48.79
sh603188,亚邦股份,29.24,1.49,0.59,22.52,21.17,13.07,48.79
sz000821,京山轻机,24.32,1.72,0.33,3.55,4.7,6.36,48.76
sz002882,金龙羽,16.35,2.87,0.89,15.39,15.53,16.79,48.74
sz000584,哈工智能,45.79,2.84,0.25,3.67,-0.17,-3.56,48.7
sh603300,华铁科技,243.98,3.15,0,9.92,5.68,1.92,48.63
sz300396,迪瑞医疗,23.01,3.43,1.42,23.16,14.23,13.84,48.61
sh603303,得邦照明,19.36,1.88,1.09,32.06,29.77,18.02,48.59
sz002222,福晶科技,32.61,5.31,0.88,14.55,10.3,16.05,48.56
sz001896,豫能控股,-11.72,0.85,0,1.26,8.93,-0.44,48.55
sh600826,兰生股份,14.68,1.42,1.82,4.1,14.31,12.96,48.54
sh600896,览海投资,52.18,2.8,0,2.16,-12.09,-17.05,48.5
sz002377,国创高新,15.51,0.94,0,8.42,3.88,3.14,48.47
sz002479,富春环保,41.49,1.29,1.85,14.13,8.1,8.26,48.46
sz300386,飞天诚信,36.35,2.76,0.43,25.07,12.78,7.79,48.45
sz300137,先河环保,18.36,2.66,0.57,14.29,9.54,11.51,48.44
sh603828,柯利达,79.87,4.46,0.24,16.03,8.81,5.35,48.4
sh603839,安正时尚,16.64,1.72,4.18,26.58,18.1,14.11,48.38
sz000751,锌业股份,113.53,1.97,0,-35.6,5.57,6.2,48.36
sh600530,交大昂立,-10.51,4.76,1.05,5.43,-2.4,-7.35,48.36
sz002043,兔宝宝,13.13,2.84,3.77,11.56,14.68,18.84,48.34
sh600586,金晶科技,60.01,1.15,1.81,8.32,0.42,2.11,48.27
sh600382,广东明珠,11.88,0.87,0.34,11.96,13.4,6.74,48.27
sh601368,绿城水务,16.21,1.45,2.18,13.41,11.95,10.54,48.27
sz300094,国联水产,33.46,1.73,0.38,10.17,7.82,8.06,48.24
sh600310,桂东电力,11.68,2.21,0.43,9.88,5,4.45,48.18
sz002255,海陆重工,-36,1.26,0,15.77,2.4,0.9,48.18
sh600220,江苏阳光,34.99,2.21,0,1.56,6.33,6.84,48.15
sh603676,卫信康,79.93,5.24,0.7,27.86,24.21,16.47,48.14
sh600292,远达环保,36.49,0.97,0.89,5.4,4.09,2.64,48.1
sz002308,威创股份,35.01,1.35,0.81,26.52,6.11,6.64,48.07
sz000713,丰乐种业,64.63,2.98,0,3.69,2.64,2.1,48.02
sz300143,星普医科,312.88,2.35,0,0.7,-10.14,3.54,48.01
sz000505,京粮控股,29.41,2.09,0,-25.75,-48.51,6.55,48.01
sh603466,风语筑,22.14,3.24,4.87,19.33,21,19.91,47.97
sh603365,水星家纺,16.63,2.11,2.78,20.41,20.62,20.71,47.92
sz002369,卓翼科技,-41.93,2.42,0.73,11.47,-0.69,-0.91,47.91
sz002658,雪迪龙,26.25,2.28,0.91,19.95,13.28,10.85,47.91
sh603528,多伦科技,34.23,3.16,0.65,38.4,35.87,15.3,47.89
sz002605,姚记扑克,28.49,2.59,0.83,16.46,8.91,7.13,47.89
sz300684,中石科技,34.2,6.92,0.63,25.03,18.83,18.91,47.87
sz300467,迅游科技,-6.22,2.09,0.16,24.21,14.37,-2.95,47.84
sz300215,电科院,35.74,2.33,1.59,13.16,5.09,5.83,47.77
sh600628,新世界,21.03,1.05,2.85,9.71,7.44,8.53,47.67
sz300147,香雪制药,77.63,1.38,0.42,11.18,4.85,1.83,47.63
sz300190,维尔利,18.46,1.29,1.65,17.45,6.19,4.89,47.58
sz002534,杭锅股份,18.53,1.48,3.11,14.79,5.44,10.2,47.53
sz000913,钱江摩托,83.24,1.9,0,3.66,1.15,7.09,47.53
sz000965,天保基建,-30,0.92,0.23,4.8,5.68,5.54,47.5
sz300013,新宁物流,71.03,3.32,0.38,12.5,0.16,6.68,47.5
sh600122,宏图高科,-2.09,0.71,1.34,4.44,-0.9,-5.07,47.49
sz002441,众业达,20.29,1.24,1.38,15.62,6.76,5.32,47.46
sh600242,中昌数据,40.82,2.25,0,-13.93,-41.25,6.6,47.4
sz300739,明阳电路,34.3,3.7,1.17,21.73,21.73,22.61,47.33
sz300363,博腾股份,39.79,1.63,0.3,21.9,11.46,9.4,47.33
sz002090,金智科技,46.99,3.75,0.75,15.6,12.65,10,47.28
sh600070,浙江富润,12.74,1.83,1.1,8.02,4.31,8.75,47.24
sz000756,新华制药,18.25,1.69,1.05,4.28,6.61,8.59,47.2
sh600251,冠农股份,80.87,2.34,0.58,7.62,5.77,3.52,47.17
sh603960,克来机电,63.44,9.2,0.53,20.83,15.68,14.54,47.17
sh600653,申华控股,9.81,2.18,0,1.45,-2.86,-2.33,47.1
sh600280,中央商场,-12.54,3.21,0.37,9.99,6.81,-0.06,47.08
sh603861,白云电器,28.34,2.01,0.83,12.36,9.92,8.24,47.06
sz002283,天润曲轴,13.4,1.09,0.72,9.4,6.37,7.67,47.02
sz300083,劲胜智能,-1.64,1.71,0,3.84,-16.04,-19.27,46.93
sz300288,朗玛信息,46.04,3.51,0,23.47,8.33,8.21,46.91
sz000906,浙商中拓,10.63,1.57,1.41,3.58,8.88,10.23,46.88
sz002141,贤丰控股,589.34,3.49,0.02,6.63,1.02,0.7,46.86
sh600819,耀皮玻璃,48.45,1.49,0.32,3.47,0.31,4.04,46.84
sz002104,恒宝股份,36.5,2.44,0,20.16,15.92,8.82,46.78
sz002713,东易日盛,19.89,4.2,6.18,19.17,16.94,20,46.75
sz002880,卫光生物,29.41,3.51,1.16,31.31,27.82,21.81,46.72
sz002343,慈文传媒,-3.97,3.15,1.83,11.76,7.15,-1.55,46.69
sh603679,华体科技,56.36,7.63,0.22,21.7,17.46,15.4,46.45
sh603333,尚纬股份,54.88,3.23,0.11,8.87,-0.9,-0.04,46.44
sz002197,证通电子,-19.22,1.92,0.56,16.17,1.65,-1.48,46.36
sz002526,山东矿机,29.03,1.86,0,8.08,-0.69,3.72,46.35
sz000736,中交地产,5.23,1.95,5,9.76,12.45,17.39,46.32
sz300607,拓斯达,26.2,4.89,0.56,37.02,23.87,21.97,46.31
sz300338,开元股份,44.5,2.08,0.11,9.91,4.21,4.66,46.29
sz002177,御银股份,-72.89,2.85,0.25,12.38,1.85,-1.18,46.2
sz002240,威华股份,25.98,2.11,0,7.24,-0.27,3.7,46.09
sz002397,梦洁股份,50.68,2.25,1.02,16.99,7.68,4.87,46.01
sh603116,红蜻蜓,26.01,1.29,5.09,17.77,12,8.64,46.01
sz002706,良信电器,20.41,2.59,4.27,29.23,12.32,12.01,45.94
sz002246,北化股份,34.62,1.9,0.48,9.19,6.23,6.32,45.9
sh600609,金杯汽车,57.69,12.24,0,-10.5,-22.65,-28.34,45.89
sz300066,三川智慧,45.33,2.83,0.45,16.77,8.92,7.02,45.87
sz002288,超华科技,217.19,2.94,0,5.69,-2.12,0.02,45.84
sh600200,江苏吴中,-15.32,1.91,0.88,4.05,1.15,-0.91,45.84
sz000659,珠海中富,371.36,6.91,0,-1.27,-11.34,-18.14,45.77
sz000615,京汉股份,21.34,2.38,0.86,5.5,10.97,10.35,45.75
sh600207,安彩高科,-13.15,2.96,0,-16.3,-9.06,-5.98,45.74
sz000919,金陵药业,11.29,1.51,1.87,9.64,7.82,7.21,45.71
sz300319,麦捷科技,40.06,2.26,0,14.28,4.91,0.88,45.67
sz300604,长川科技,155.35,9.53,0.49,22.08,21.75,14.42,45.67
sz002838,道恩股份,34.14,4.65,0.88,19.85,15.15,14.62,45.64
sz002393,力生制药,24.2,1.4,1.2,13.23,4.13,4.53,45.61
sz002140,东华科技,29.82,2.14,0,17.01,6.59,2.74,45.58
sz002852,道道全,21.65,2.15,1.46,31.04,33.31,20.04,45.52
sz000589,贵州轮胎,38.09,1.32,0,4.01,-1.11,-1.11,45.52
sh600668,尖峰集团,7.57,1.39,0.76,9.63,14.23,15.61,45.52
sh600723,首商股份,12.12,1.11,2.6,6.19,10.05,9.35,45.5
sz002059,云南旅游,9.33,2.32,0.16,7,9.41,12.15,45.46
sz000523,广州浪奇,130.53,2.38,0.28,1,2.68,2.1,45.43
sz300389,艾比森,18.37,3.5,0.56,32.32,18.84,15.99,45.34
sz002116,中国海诚,20.78,3.05,2.03,17.77,18.36,14.51,45.27
sh600199,金种子酒,43.74,1.85,0.15,5.4,2.38,1.85,45.26
sh603336,宏辉果蔬,69.64,5.45,1,15.18,12.11,9.87,45.25
sz002632,道明光学,21.49,2.21,0.69,12.5,5.8,7.39,45.23
sh600133,东湖高新,13.3,1.08,2.73,6.88,16.81,18.2,45.22
sh600537,亿晶光电,95.63,1.24,0.34,10.43,6.84,5.25,45.17
sz300108,吉药控股,21.5,2.02,0.74,14.7,8.87,10.73,45.16
sz002459,天业通联,1743.04,3.54,0,2.39,-2.96,1.28,45.09
sz300673,佩蒂股份,38.71,4.58,2.7,15.44,17.23,18.72,45.09
sz002749,国光股份,19.3,4.51,9.76,36.28,23.7,21.69,44.96
sz002761,多喜爱,181,6.43,0.2,13.97,5.95,3.65,44.95
sz002641,永高股份,15.21,1.51,0.65,17.11,9.29,8.29,44.93
sh603585,苏利股份,13.48,2.43,2.01,20.07,21.03,20.61,44.82
sz002011,盾安环境,-2.08,1.96,0,8.58,-11.12,-20.52,44.76
sz002062,宏润建设,14.27,1.45,1.23,14.65,9.79,10.12,44.76
sz002947,恒铭达,0,0,0,25.93,25.93,25.93,44.7
sz300651,金陵体育,125.75,6.87,0,12.87,13.5,9.32,44.67
sz000514,渝开发,120.7,1.48,0.38,-0.19,2.51,2.62,44.64
sz300603,立昂技术,58.02,2.34,0.36,16.21,12.96,14.87,44.56
sz300206,理邦仪器,42.85,3.5,1.12,13.25,4.6,4.42,44.52
sh600114,东睦股份,16.21,1.64,7.26,12.71,11.41,11.84,44.48
sz300397,天和防务,-32.98,4.15,0,16.62,-1.94,-5,44.47
sz300016,北陆药业,27.86,3.57,0.41,14.19,9.38,9.06,44.45
sh603900,莱绅通灵,23.87,1.79,2.15,18.79,15.82,13.98,44.43
sh600336,澳柯玛,58.12,2.36,0.54,1.36,3.49,2.68,44.43
sz000908,景峰医药,23.28,1.78,0.2,-14.21,14.97,9.88,44.43
sz002724,海洋王,23,2.31,1.62,16.47,9.23,8.82,44.42
sh603348,文灿股份,37.65,2.14,0,16.73,16.49,12.85,44.42
sh601579,会稽山,28.14,1.38,1.23,10.98,7.3,6.35,44.41
sz300302,同有科技,10982.5,5.48,0.21,15.9,9.44,9.89,44.39
sz000099,中信海直,28.17,1.43,0.2,6.99,5.1,3.74,44.36
sz002154,报喜鸟,41.1,1.57,0.27,11.87,-0.63,-3.94,44.32
sz300303,聚飞光电,24.71,2.24,1.72,23.62,9.61,6.89,44.29
sz300579,数字认证,50.91,7.25,1.22,25.49,22.05,18.98,44.28
sz002562,兄弟科技,-58.24,1.98,4.07,10.11,9.13,10.56,44.27
sz002214,大立科技,68.51,4.21,0.26,14,4.32,3.96,44.22
sh600163,中闽能源,37.86,2.32,0,-3.44,-3.63,7.81,44.18
sz300366,创意信息,-11.57,1.86,0.71,17.58,6.69,-0.15,44.15
sz002674,兴业科技,34.36,1.89,3.42,11.9,3.76,3.45,44.1
sz300471,厚普股份,-9.77,3.7,0.15,19.35,6.61,-6.79,44.06
sh603063,禾望电气,67.88,1.8,1.37,23.41,20.16,11.8,44.04
sh600480,凌云股份,17.42,1.1,2.28,11.72,7.12,7.43,43.96
sh600592,龙溪股份,23.2,2.24,0.91,8.77,3.26,3.84,43.95
sh600888,新疆众和,24.44,1.21,0.98,8.61,-0.92,3.35,43.95
sz002208,合肥城建,12.37,2.23,1.17,13.92,9.27,9.37,43.94
sz000608,阳光股份,279.98,1.49,0.51,7.19,-5.05,-3.19,43.94
sh601789,宁波建工,19.29,1.56,1.56,13.1,8.4,8.3,43.92
sh600979,广安爱众,16.96,1.17,1.08,8.03,5.34,8.15,43.89
sz002398,建研集团,15.05,1.71,3.16,16.93,10.15,9.09,43.84
sh600983,惠而浦,23.2,1.07,0.87,13.96,6,3.37,43.84
sz002392,北京利尔,12.37,1.25,0.41,11.85,5.18,6.79,43.81
sz300694,蠡湖股份,56.47,4.01,0,10.01,10.01,16.09,43.8
sz000576,广东甘化,36.08,4.17,0,-7.8,1.97,-2.35,43.71
sz002428,云南锗业,558.39,2.93,0,15.29,1.32,-1.86,43.69
sh603505,金石资源,27.51,4.95,0.55,15.39,11.98,13.73,43.66
sz002549,凯美特气,47.28,4.55,0.71,14.5,3.39,6.25,43.66
sh603681,永冠新材,0,0,0,0,0,0,43.65
sz002109,兴化股份,19.2,1.2,0,9.68,-5.86,4.67,43.59
sz300400,劲拓股份,71.53,7.73,0,18.62,13.63,15.62,43.54
sz300273,和佳股份,42.78,1.7,0.55,12.9,7.64,3.97,43.54
sz300127,银河磁体,27.55,3.45,3.34,12.65,11.48,13.65,43.5
sz300520,科大国创,76.46,3.34,0.14,19.06,12.27,8.97,43.49
sh603258,电魂网络,29.54,2.49,1.14,79.83,37.11,18.41,43.46
sz300420,五洋停车,28.01,2.74,0.99,13.57,8.29,7.59,43.44
sz300189,神农基因,-986.43,3.13,0,7.79,-0.95,0.49,43.42
sh600843,上工申贝,33.47,1.91,0,3.92,9.55,7.99,43.34
sz300077,国民技术,-3.34,3.05,0,6.34,-15.35,-26.75,43.33
sh600882,妙可蓝多,138.88,3.54,0,5.09,-2.34,0.98,43.29
sz300393,中来股份,32.97,1.6,2.76,29.32,17.78,15.72,43.29
sz002712,思美传媒,73.68,1.26,1.48,16.58,8.29,7.44,43.24
sz002541,鸿路钢构,10,0.96,0.79,16.1,6.66,6.69,43.21
sz000599,青岛双星,293.05,1.17,0.39,4.09,2.89,2.83,43.2
sh600829,人民同泰,16.5,2.61,6.71,13.67,12.42,15.96,43.2
sh600268,国电南自,71.38,1.94,0.48,6.03,-1.63,1.97,43.18
sh603008,喜临门,-9.22,1.87,0.46,17.4,5.92,1.97,43.16
sz002847,盐津铺子,59.92,6.45,0.57,24.47,22.71,17.94,43.15
sz002638,勤上股份,-3.32,1.1,0,3.77,-7.65,-12.85,43.13
sz000417,合肥百货,18.67,1.06,2.71,11.39,7.93,6.69,43.13
sz000561,烽火电子,49.17,3.18,0,-2.88,6.48,6.86,43.12
sh603458,勘设股份,11.81,1.84,2.34,23.21,21.85,21.62,43.1
sh603579,荣泰健康,17.33,2.78,2.6,29.58,38.04,30.64,43.09
sh603618,杭电股份,54.37,1.91,0.8,9.86,8.39,5.71,43.07
sz000973,佛塑科技,38.51,1.86,0.67,5.32,4.84,5.34,43.05
sz300096,易联众,307.39,5.98,0.05,12.35,3.28,2,43.04
sh600961,株冶集团,-2.61,1851.68,0,-4.55,-20.15,11.11,43.04
sz300653,正海生物,47.31,7.74,0.93,22.5,18,18.74,43.04
sh603823,百合花,22.69,2.95,0.94,21.18,18.99,15.33,43
sz300125,易世达,144.48,5.64,0,12.8,-5.67,-10.15,42.96
sh600081,东风科技,35.77,3.27,0.99,10.53,14.2,11.38,42.96
sz000859,国风塑业,41.46,2.74,0.17,2.88,2.64,4,42.96
sz000779,三毛派神,14.69,2.51,0,-1.53,3.97,16.02,42.9
sz300732,设研院,14.14,2.01,2.24,18.21,18.21,23.88,42.88
sh603557,起步股份,21.9,2.68,0.66,20.25,20.54,16.58,42.87
sz000788,北大医药,93.8,3.49,0.18,0.26,1.53,2.61,42.85
sh603001,奥康国际,44.26,1.07,4.68,22.29,6.6,5.47,42.82
sh603969,银龙股份,26,2.45,2.95,12.42,10.78,8.63,42.81
sh601177,杭齿前进,230.84,2.61,0.19,5.82,-0.8,0.67,42.81
sz300513,恒实科技,31.38,1.87,0,15.38,9.94,7.47,42.8
sh600571,信雅达,151.5,3.63,0,10.04,5.34,-1.83,42.78
sz002404,嘉欣丝绸,28.03,2.36,2.43,10.68,7.21,8.37,42.75
sh603688,石英股份,29.07,3.01,0.79,13.37,7.97,8.72,42.74
sz002850,科达利,51.7,1.84,1.47,16.83,16.95,13.97,42.73
sh603648,畅联股份,33.06,2.56,1.29,20.17,16.76,12.96,42.73
sh603308,应流股份,54.79,1.47,0.43,10.38,3.46,2.36,42.72
sz300102,乾照光电,31.56,1.48,0.51,19.46,2.96,5.5,42.67
sz000892,欢瑞世纪,13.05,1.23,0,3.63,15.96,16.43,42.67
sz002270,华明装备,24.86,1.85,2.14,21.23,19.75,11.97,42.67
sz002334,英威腾,18.96,2.24,2.65,24.06,9.48,9.83,42.66
sh600818,中路股份,981.24,6.7,0,8.5,7.15,7.49,42.66
sz002225,濮耐股份,18.11,2.03,0,10.83,2.9,0.87,42.63
sz000716,黑芝麻,77.68,1.56,1.26,3.75,4.43,3.2,42.62
sz002046,轴研科技,97.91,1.58,0.12,9.29,-0.04,2.1,42.58
sz002763,汇洁股份,24.44,2.21,2.74,17.11,13.88,11.45,42.57
sz300497,富祥股份,22.84,3.5,2.64,25.15,23.29,21.98,42.56
sz002300,太阳电缆,33.64,3.1,2.3,16.35,11.31,9.3,42.55
sz300282,三盛教育,36.73,1.7,0,18.24,2.16,5.18,42.55
sz300230,永利股份,10.85,1.36,2.3,15.47,11.07,11.3,42.52
sz300778,新城市,0,0,0,33.72,33.72,33.72,42.49
sz002471,中超控股,48.33,2.26,0.3,11.54,5.72,5.17,42.48
sz300332,天壕环境,40.25,1.22,0.44,7.63,5.31,2.54,42.43
sh600780,通宝能源,18.16,0.82,0,9.41,6.04,2.81,42.42
sh601388,怡球资源,145.1,1.65,1.44,18.21,4.13,6.28,42.33
sz300259,新天科技,27.6,2.17,2.78,17.37,10.01,8.89,42.32
sz002040,南京港,25.86,1.63,0.26,9.27,5.72,7.33,42.29
sz000504,*ST生物,-122.66,-249.93,0,-23.36,8.44,58.74,42.28
sh600248,延长化建,13.77,1.51,1.09,-11.12,9.03,8.49,42.23
sz002039,黔源电力,11.89,1.59,2.17,10.95,13.98,11.79,42.18
sh603612,索通发展,37.16,1.71,5.46,11.63,13.06,14.84,42.16
sz300435,中泰股份,64.08,5.06,1.18,22.41,14.23,8.49,42.12
sh601188,龙江交通,13.28,0.98,2.53,7.64,8.31,8.1,42.11
sh600479,千金药业,15.89,2.01,2.98,13.62,10.04,11.12,42.1
sz000905,厦门港务,166.89,1.56,0.25,8.2,6.66,3.88,42.06
sz002054,德美化工,60.15,2.3,0.47,14.56,7.03,4.07,42.01
sz002953,日丰股份,0,0,0,22.85,22.85,22.85,42
sz300550,和仁科技,95.67,7.53,0.12,27.6,18.81,11.08,41.99
sz002325,洪涛股份,-10.27,1.3,0.6,18.07,4.64,-0.65,41.98
sh603558,健盛集团,18.13,1.48,1.49,18.74,11.6,6.72,41.97
sz002734,利民股份,18.25,2.21,3.38,19.8,10.33,10.75,41.96
sz002472,双环传动,23.41,1.16,0.98,17.01,7.3,6.61,41.95
sh600716,凤凰股份,6.58,0.73,0,1.07,2.94,3.69,41.94
sh600283,钱江水利,97.32,2.3,0,4.4,3.01,3.55,41.94
sh600651,飞乐音响,-1.29,-50.2,0.4,-0.54,-32.95,-60.74,41.93
sz000678,襄阳轴承,-57.4,3.59,0,-0.77,-2.01,-0.97,41.92
sz002167,东方锆业,-8432.01,4.01,0,5.19,-4.66,-0.1,41.91
sz300532,今天国际,131.5,5.18,1.99,35.38,13.54,8.59,41.87
sh600593,大连圣亚,72.06,8.36,0,7.87,11.47,11.42,41.81
sz002229,鸿博股份,632.1,2.61,0.72,15.13,1.28,0.7,41.73
sh603005,晶方科技,65.19,2.23,0.48,13.94,6.65,4.21,41.73
sz300378,鼎捷软件,65.61,3.18,0.63,11.53,4.35,5,41.71
sh601882,海天精工,42.36,3.34,0.75,7.8,7.83,8.01,41.71
sz300213,佳讯飞鸿,33.43,2.16,0.71,14.28,8.26,7.79,41.7
sz002949,华阳国际,0,0,0,23.69,23.69,23.69,41.7
sz000762,西藏矿业,-25.56,2.11,0,1.65,-1.9,-2.03,41.67
sz300140,中环装备,58.54,1.84,0.51,11.93,5.6,5.2,41.66
sz002218,拓日新能,46.45,1.44,0.89,20.14,2.96,4.62,41.66
sh600313,农发种业,121.11,2.95,0,-0.99,0.56,-4.75,41.66
sh600288,大恒科技,122.81,2.69,0.25,6.08,2.25,2.5,41.63
sh600722,金牛化工,69.56,4.24,0,-8.31,1.13,4.33,41.57
sz000897,*ST津滨,-30.64,4.02,0,-1.68,-6.15,-5.85,41.56
sz300202,聚龙股份,-32.06,2.59,1.32,18.41,12.28,4.53,41.54
sz002264,新华都,253.88,2.44,0,10.33,-7.76,0.42,41.52
sz002331,皖通科技,40.47,2.05,0,17.49,6.14,6.12,41.5
sz002137,麦达数字,-11.94,2.97,0,7.16,-0.68,-3.23,41.48
sz300511,雪榕生物,23.62,2.43,1.24,17.74,14.2,9.84,41.46
sh600449,宁夏建材,9,0.85,2.54,10.67,5.02,6.03,41.41
sh603121,华培动力,0,0,0,29.28,29.28,21.57,41.4
sz002462,嘉事堂,12.22,1.59,0.91,12.97,14.02,12.82,41.39
sz002328,新朋股份,40.23,1.64,0.49,12.15,4.04,4.06,41.36
sh603669,灵康药业,22.21,2.92,3.52,30.19,19.02,13.48,41.35
sz000862,银星能源,90.01,1.59,0,-1.68,-2.01,-1.47,41.31
sz002628,成都路桥,172.88,1.53,0,14.65,1.87,1.1,41.3
sz002316,亚联发展,40.96,4.6,0,9.97,0.48,-0.86,41.28
sz300359,全通教育,-6.26,3.05,0.31,20.3,0.24,-9.8,41.27
sz002433,太安堂,16.41,0.79,0,12.31,6.1,5.61,41.18
sz300575,中旗股份,16.43,3.23,1.03,20.17,18.35,15.56,41.11
sh600834,申通地铁,85.5,2.71,0.41,9.14,4.43,3.1,41.05
sh601028,玉龙股份,400.8,2.01,0,8.58,-2.46,-7.65,41.03
sz002900,哈三联,20.8,2.11,3.86,22.85,20.78,16.78,41.03
sz002067,景兴纸业,13.38,0.96,1.36,6.78,7.47,12.19,41
sz300370,安控科技,-7.72,4.83,0.51,15.32,-0.49,-10.85,40.97
sz300430,诚益通,39.12,2.5,0.37,15.58,10.15,7.42,40.96
sh600725,ST云维,302.83,13.94,0,-4.08,-22.94,2.81,40.92
sh601968,宝钢包装,63.78,1.99,0.1,6.04,3.56,0.96,40.92
sh600814,杭州解百,26.38,1.67,1.4,8.71,9.83,7.91,40.83
sz300516,久之洋,83.6,3.94,0.33,30.61,18.75,8.21,40.79
sh603566,普莱柯,36.57,2.47,1.58,25.02,13.08,9.82,40.77
sh600533,栖霞建设,9.13,1.03,1.29,12.64,3.5,4.07,40.74
sz002101,广东鸿图,12.4,0.88,2.61,14.34,8.54,8.18,40.73
sz002068,黑猫股份,21.2,1.24,5.36,11.99,8.8,11.98,40.72
sh600824,益民集团,33.29,1.65,1.04,8.93,8.01,6.42,40.69
sz300769,德方纳米,0,0,0,24.09,24.09,24.09,40.65
sz002504,弘高创意,51.83,4.21,0,17.08,16.47,3.22,40.62
sh600467,好当家,66.61,1.33,0.4,9.98,1.44,1.76,40.62
sz000838,财信发展,50.5,2.18,0.98,4.21,10.89,8.17,40.61
sz300660,江苏雷利,20.69,1.86,3.65,26.05,24.8,21.27,40.59
sh603010,万盛股份,31.43,3.48,0.69,17.61,12.51,11.12,40.49
sz300138,晨光生物,27.68,2.27,1.02,12.71,6.61,8.06,40.48
sh603157,拉夏贝尔,-12.5,1.17,6.36,25.14,15.02,8.25,40.47
sz002354,天神娱乐,-0.55,2.02,0.46,19.97,-2.9,-34.54,40.46
sz002485,希努尔,28.89,1.81,0,10,1.4,2.73,40.36
sz000886,海南高速,25.41,1.44,1.23,2.35,1.01,4.08,40.34
sh600106,重庆路桥,16.03,1.1,2.32,9.23,7.83,7.7,40.2
sh603180,金牌厨柜,19.07,4.04,1.34,26.79,28.84,29.99,40.18
sz002132,恒星科技,-31.62,1.44,0,9.65,1.73,0.76,40.08
sz002556,辉隆股份,31.08,1.69,1.25,18.33,6.4,5.58,40.04
sz002546,新联电子,25.5,1.37,2.5,19.69,7.44,4.49,40.03
sh600890,中房股份,-94.33,16.5,0,-3.02,-5.34,-8.77,40.02
sh601086,国芳集团,29.11,2.1,1.67,14.18,10.51,8.24,39.96
sz002169,智光电气,54.74,1.43,1.18,13.32,6.77,4.85,39.94
sh600077,宋都股份,10.47,0.97,0.5,6.53,2.56,3.11,39.94
sz002060,粤水电,19.09,1.29,0.9,8.09,5.12,5.83,39.92
sh603181,皇马科技,18.39,2.68,1.13,15.88,14.86,15.42,39.92
sh600363,联创光电,18.41,1.61,0.49,7.09,8.46,8.96,39.91
sz000521,长虹美菱,92.97,0.79,1.57,1.66,3.29,2.39,39.9
sz300624,万兴科技,46.65,5.99,0.41,26.07,26.51,24.02,39.77
sz002590,万安科技,-68.04,2.23,0.36,14.58,6.7,4.41,39.76
sh603166,福达股份,33.21,1.85,3.01,18.12,7.25,5.58,39.75
sz300220,金运激光,641.17,15.7,0,16.77,-2.72,-3.58,39.74
sz000518,四环生物,-86.78,6.78,0,-2.38,-2.72,-0.97,39.74
sz300368,汇金股份,83.65,4.78,0,14.11,2.33,-2.26,39.74
sh603277,银都股份,14.46,2.18,1.55,36.81,34.93,29.53,39.68
